condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode
3,9,1590,0,1997-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,6,1050,240,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
5,8,2174,1481,1955-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,2490,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,7,1470,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
3,10,2600,1360,1933-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
4,8,2630,560,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
5,6,810,0,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,9,2980,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
4,9,2780,0,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
4,7,1340,0,1953-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
3,11,4160,770,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
3,8,1360,0,1945-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002008,98116
4,7,1320,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,7,1210,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,8,1940,0,1995-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,9,2020,1140,1917-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002005,98116
3,8,1980,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
4,9,1620,700,1974-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,1660,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,9,1400,260,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98109
4,7,780,300,1922-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
4,7,1510,0,1921-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
4,9,2550,400,1951-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
3,9,3070,0,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98007
3,7,970,0,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,8,2140,0,1930-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002001,98022
4,9,2570,0,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
3,7,1260,0,2009-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,1220,0,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
5,7,1720,0,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,6,1320,820,1925-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
4,8,1420,0,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,8,2060,0,1995-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,7,990,330,1953-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98178
4,7,1810,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,9,2980,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,8,1350,0,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,7,1540,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98011
4,8,2510,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
3,8,1670,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,9,2540,1150,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,8,1320,0,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
2,7,980,530,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
2,7,980,530,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,8,1620,250,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
3,7,2400,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
3,7,2400,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
4,6,1170,0,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,7,1190,0,1956-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
5,7,1160,920,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
4,7,1460,690,1982-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
5,7,1580,0,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
5,7,1580,0,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
3,8,1950,420,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,7,920,920,1905-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002014,98118
3,9,2660,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,9,2190,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
4,7,1100,560,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,7,1300,480,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
5,6,700,0,1952-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,7,1120,450,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98011
3,7,1220,0,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98019
4,9,3000,150,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98024
3,7,2690,0,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,6,680,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
5,9,2750,1000,1936-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001968,98117
3,7,1010,0,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
3,8,1410,300,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
3,8,2090,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,7,1560,0,1903-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,7,1560,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,8,2570,0,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
4,6,1010,0,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
4,6,1020,0,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
4,8,1710,0,1974-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
3,8,2300,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
3,8,1210,780,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,9,2730,0,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98166
3,7,1060,1135,1912-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,8,1560,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,7,1200,200,1921-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,7,1200,200,1921-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,10,3690,0,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,7,1140,0,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
5,7,1300,620,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
3,9,2496,0,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
4,7,1680,600,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,9,3200,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,7,880,0,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,7,1320,0,1995-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,9,2450,0,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
4,6,1040,0,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,9,2480,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,7,1610,220,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,7,1440,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
3,7,1580,0,2011-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,9,3230,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,7,1230,580,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,8,2495,0,2007-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
4,7,1180,560,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
4,6,840,840,1900-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,8,2460,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,8,1720,1330,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
3,7,1630,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,9,2460,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
3,7,1030,0,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98146
4,10,2450,960,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
4,7,1520,790,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
5,8,1260,1350,1920-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,9,2330,0,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,8,2980,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,8,1790,0,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,9,1470,1470,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
5,10,2520,1380,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
5,10,2520,1380,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1230,520,1900-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002014,98122
5,8,1550,1110,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,8,1280,300,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
4,8,1220,1130,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
4,7,1610,900,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
3,8,1480,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,7,1240,480,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98019
4,7,1470,0,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,7,1250,290,1944-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,9,2820,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
4,7,1250,0,1971-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98023
4,7,1280,800,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
4,10,5180,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
4,9,2860,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,9,2710,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,7,1140,0,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,10,4070,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
4,8,1120,590,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,7,1340,0,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,8,2290,0,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,8,930,930,1922-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002004,98166
3,6,1080,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98126
3,7,960,0,1953-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,980,0,1922-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002003,98014
5,7,1300,200,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
3,7,1440,0,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,8,2580,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,7,2070,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,7,1260,620,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
3,7,2420,0,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001986,98045
3,8,1890,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
3,8,1920,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,7,1270,600,1986-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
3,7,900,0,1971-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98106
4,9,2160,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
5,7,900,0,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,7,940,240,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
5,6,900,0,1938-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98022
5,7,1600,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
5,6,750,750,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,6,1070,0,1942-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
3,8,2570,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,7,1090,120,1928-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,8,1850,0,1985-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,8,1740,0,1992-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
4,7,1300,0,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
4,8,2000,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,8,3220,0,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,8,2160,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
4,7,1680,450,1922-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,7,1100,480,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
3,6,1200,0,1905-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001989,98178
3,10,2810,980,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
4,6,860,0,1931-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
3,11,5130,0,1996-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1400,200,1939-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
3,9,2110,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,6,950,450,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,10,2110,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
4,7,1430,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,12,6350,290,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
4,8,1520,1520,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
4,7,980,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
4,7,1970,600,1911-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
4,8,1460,600,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
3,7,1300,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
3,7,1300,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
5,7,1180,500,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
5,8,2170,1850,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,7,1070,460,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,8,1170,0,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98125
3,7,1280,300,1945-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
4,7,1270,0,1964-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98031
3,8,1480,0,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,8,1700,520,1974-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,11,3200,0,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
4,7,910,0,1968-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98003
3,7,1480,0,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
4,8,3770,0,1983-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
3,10,2360,1140,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
3,8,1480,0,1943-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,7,1260,400,1945-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,9,2520,0,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,9,2850,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,8,2153,0,2007-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,10,3780,0,1990-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
4,9,1940,1830,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
4,9,1940,1660,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98040
3,8,1590,1390,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002012,98033
4,7,1540,780,1915-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
4,8,1730,1250,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,9,1670,1260,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,8,1420,620,1963-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,7,1110,400,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98148
3,8,2660,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98027
3,7,1740,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
3,7,1190,1050,1980-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
3,7,1170,400,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
4,7,1460,1040,1926-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98103
5,7,1150,600,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98155
3,8,2020,1010,1998-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,8,1680,0,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
3,11,3610,2130,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
5,7,1220,0,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98002
3,7,1310,0,1962-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
4,8,2490,0,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
5,8,1770,450,1929-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98108
3,9,2240,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98029
3,7,1230,660,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,7,1850,0,1991-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
4,8,1440,770,1931-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
4,7,1410,0,1967-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
4,9,1890,0,1979-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,1550,280,1977-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98042
3,7,1200,240,1914-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
3,6,950,0,1958-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
5,8,2370,0,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,10,3070,0,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
4,7,1300,0,1969-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
3,7,1300,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002013,98146
3,8,1000,210,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,6,710,0,2015-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
4,8,1730,510,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98059
4,6,2400,1200,1948-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,7,1960,0,2002-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,7,1820,0,1999-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98019
3,8,1400,560,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
3,8,1320,430,1972-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98005
3,9,2890,810,2011-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
4,8,2350,560,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,8,1090,180,1949-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,6,720,0,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98178
3,7,1040,0,1901-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98122
3,7,2210,0,1934-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
3,7,2060,0,1903-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98105
5,6,780,0,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
4,8,1460,780,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,7,800,0,1918-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98107
3,7,1590,850,1910-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98118
4,6,1460,0,1941-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
4,7,1150,0,1957-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
4,7,1470,1180,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98028
5,8,1580,1020,1976-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
3,7,1130,690,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
5,8,1690,870,1901-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98112
3,8,1714,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98055
3,7,900,430,1984-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98074
3,11,4750,2600,2001-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98065
4,6,2050,0,1959-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,7,1810,0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98072
5,7,880,500,1981-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98056
3,10,2440,630,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
3,7,800,0,1940-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98117
3,8,2140,0,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
4,7,1330,0,1971-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98077
3,7,1030,0,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98032
3,7,1740,0,2008-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98053
4,6,1200,0,1923-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
3,7,960,530,1993-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98199
3,7,1890,0,2004-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98092
3,10,3060,0,1989-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98006
3,8,1800,1450,1966-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,8,1530,1200,1978-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98034
3,6,810,0,1918-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98144
5,8,1120,1120,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98033
3,7,1270,470,1947-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
3,7,1540,840,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
3,7,770,770,1971-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,8,1610,730,1975-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98052
3,9,2710,0,1995-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98045
3,7,870,440,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98168
4,7,1390,0,1973-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98133
3,8,2201,0,2006-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
3,8,1960,0,1988-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98008
4,8,1730,1120,1954-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98004
3,7,940,940,1924-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,8,2440,0,2003-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
3,9,2560,0,2005-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98038
3,7,1410,0,1950-01-01 00:00:00.000000000,1970-01-01 00:00:00.000002014,98166
4,8,1790,1080,1946-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98115
3,9,2620,0,1987-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98058
3,9,2970,0,2000-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98075
4,7,1400,380,1986-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98030
5,8,1850,1850,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98177
3,8,992,260,1996-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98001
4,7,1110,130,1961-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98198
3,9,2160,0,2014-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,98116
